,ID,Pred
175,2024_1228_1332,0.7368444584056646
176,2024_1228_1270,0.6725910451378139
177,2024_1228_1359,0.7174309229120626
178,2024_1228_1103,0.8715977573378072
179,2024_1228_1389,0.9466473233703351
180,2024_1228_1212,0.960454627495781
181,2024_1228_1222,0.21153806702941214
182,2024_1228_1266,0.5791277329742661
183,2024_1228_1246,0.6948664717897259
184,2024_1228_1181,0.6661543102345611
185,2024_1228_1458,0.6280938656380075
186,2024_1228_1403,0.6575626346322121
187,2024_1228_1196,0.6493479870486658
188,2024_1228_1304,0.6907030398690626
189,2024_1228_1401,0.7370497933180349
190,2024_1228_1129,0.7035556098876992
191,2024_1228_1301,0.7359934670861374
192,2024_1228_1241,0.676921634267794
193,2024_1228_1436,0.7659048833753783
194,2024_1228_1324,0.8794948323854181
195,2024_1228_1443,0.946667325305298
196,2024_1228_1255,0.9405397663333008
197,2024_1228_1160,0.6574872392347653
198,2024_1228_1286,0.9679758392417571
199,2024_1228_1438,0.7289897424750718
200,2024_1228_1447,0.9805458182959255
201,2024_1120_1163,0.35632825016995473
202,2024_1120_1235,0.4941260864487647
203,2024_1120_1228,0.5598738835434481
204,2024_1120_1361,0.6169563352329219
205,2024_1120_1140,0.7236087109128202
206,2024_1120_1450,0.7770676627396342
207,2024_1120_1194,0.7188058582138566
208,2024_1120_1321,0.7991770890308487
209,2024_1120_1179,0.5905773748020893
210,2024_1120_1182,0.7130039585635959
211,2024_1120_1412,0.8357554244710295
212,2024_1120_1463,0.8456643457342331
213,2024_1120_1287,0.9114719679205301
214,2024_1120_1355,0.9489032301448683
215,2024_1120_1391,0.9603320200490987
216,2024_1120_1314,0.5298352294690437
217,2024_1120_1112,0.6004989821302189
218,2024_1120_1124,0.6418679324469126
219,2024_1120_1104,0.6923138387488226
220,2024_1120_1388,0.6742281409868799
221,2024_1120_1155,0.7857035121184894
222,2024_1120_1173,0.6410513517806464
223,2024_1120_1280,0.7159202014152531
224,2024_1120_1277,0.745957564864117
225,2024_1120_1305,0.7129745919741253
226,2024_1120_1307,0.6538517089603575
227,2024_1120_1213,0.6948738360858433
228,2024_1120_1158,0.8356522049476086
229,2024_1120_1159,0.9235165271712767
230,2024_1120_1253,0.9500065678997902
231,2024_1120_1224,0.9823978349719542
232,2024_1120_1345,0.29888579579035357
233,2024_1120_1397,0.5636470726765352
234,2024_1120_1166,0.7084214282780575
235,2024_1120_1242,0.6825646637768686
236,2024_1120_1211,0.7527294186364726
237,2024_1120_1376,0.6925234766162436
238,2024_1120_1400,0.7963385560453198
239,2024_1120_1429,0.698927097734017
240,2024_1120_1395,0.7770700382370508
241,2024_1120_1161,0.7313340822960579
242,2024_1120_1332,0.7931308014876359
243,2024_1120_1270,0.7093476247038917
244,2024_1120_1359,0.7581810368009008
245,2024_1120_1103,0.8896243563592665
246,2024_1120_1389,0.9520781916479091
247,2024_1120_1212,0.9668455272612311
248,2024_1120_1222,0.26371394558153494
249,2024_1120_1266,0.6395764407317117
250,2024_1120_1246,0.7366764787592414
251,2024_1120_1181,0.7193071466596898
252,2024_1120_1458,0.6849493149809613
253,2024_1120_1403,0.7124127995668463
254,2024_1120_1196,0.6598471980673534
255,2024_1120_1304,0.7367060031346087
256,2024_1120_1401,0.7867749426225953
257,2024_1120_1129,0.7453542756739457
258,2024_1120_1301,0.7934894761252996
259,2024_1120_1241,0.7212974263320375
260,2024_1120_1436,0.8145960641677059
261,2024_1120_1324,0.9023633716352224
262,2024_1120_1443,0.9524163195116209
263,2024_1120_1255,0.95036597206643
264,2024_1120_1160,0.7044960684473289
265,2024_1120_1286,0.9732376582105432
266,2024_1120_1438,0.7619579321788301
267,2024_1120_1447,0.9824423068840948
268,2024_1361_1163,0.30833376331474327
269,2024_1361_1235,0.37267103904878407
270,2024_1361_1228,0.411581316038727
271,2024_1361_1120,0.38304366476707796
272,2024_1361_1140,0.5827300518639165
273,2024_1361_1450,0.6376765417917991
274,2024_1361_1194,0.5786295802760344
275,2024_1361_1321,0.7440267007210478
276,2024_1361_1179,0.45780653394191007
277,2024_1361_1182,0.5633524876215329
278,2024_1361_1412,0.7247533924537289
279,2024_1361_1463,0.7922099143153625
280,2024_1361_1287,0.8587277284552186
281,2024_1361_1355,0.9230196361607981
282,2024_1361_1391,0.9433889835396235
283,2024_1361_1314,0.39721933116164876
284,2024_1361_1112,0.4237222263195525
285,2024_1361_1124,0.5201075426129012
286,2024_1361_1104,0.5620897956059983
287,2024_1361_1388,0.5879262434374086
288,2024_1361_1155,0.6783264384195444
289,2024_1361_1173,0.48920698489859465
290,2024_1361_1280,0.5938958625352867
291,2024_1361_1277,0.6595810830622391
292,2024_1361_1305,0.5680463826622202
293,2024_1361_1307,0.47589727773239876
294,2024_1361_1213,0.6350002311730243
295,2024_1361_1158,0.750670516264083
296,2024_1361_1159,0.8711727990881972
297,2024_1361_1253,0.9169624798387921
298,2024_1361_1224,0.9731530298491615
299,2024_1361_1345,0.22533104590414457
300,2024_1361_1397,0.41644664297591627
301,2024_1361_1166,0.5942323385938539
302,2024_1361_1242,0.558293236125198
303,2024_1361_1211,0.6265255102472544
304,2024_1361_1376,0.5635357896518431
305,2024_1361_1400,0.6958710834234215
306,2024_1361_1429,0.5609651066317468
307,2024_1361_1395,0.6825136889608521
308,2024_1361_1161,0.5969597803314246
309,2024_1361_1332,0.6628250158242914
310,2024_1361_1270,0.6774715778727629
311,2024_1361_1359,0.6914149514834369
312,2024_1361_1103,0.8158519894945597
313,2024_1361_1389,0.9269166146699042
314,2024_1361_1212,0.9481880519076609
315,2024_1361_1222,0.21529493130713012
316,2024_1361_1266,0.465540766554359
317,2024_1361_1246,0.6303838762679121
318,2024_1361_1181,0.5858954534463989
319,2024_1361_1458,0.5401198342399225
320,2024_1361_1403,0.5682688545226704
321,2024_1361_1196,0.5406371250863683
322,2024_1361_1304,0.6204325458439175
323,2024_1361_1401,0.693278842770402
324,2024_1361_1129,0.6698622755275772
325,2024_1361_1301,0.6606165114798271
326,2024_1361_1241,0.6569205908713148
327,2024_1361_1436,0.7158444352243385
328,2024_1361_1324,0.8179765639062717
329,2024_1361_1443,0.9336908183264386
330,2024_1361_1255,0.924213994354048
331,2024_1361_1160,0.560467847940947
332,2024_1361_1286,0.9582971144832473
333,2024_1361_1438,0.6446213159229853
334,2024_1361_1447,0.9764274482461599
335,2024_1140_1163,0.2518383571064816
336,2024_1140_1235,0.2741580634959014
337,2024_1140_1228,0.32479497129171464
338,2024_1140_1120,0.2763912890871798
339,2024_1140_1361,0.41726994813608353
340,2024_1140_1450,0.5396805926768097
341,2024_1140_1194,0.46445263597051917
342,2024_1140_1321,0.6537433579547495
343,2024_1140_1179,0.34453455382008646
344,2024_1140_1182,0.4778759622275417
345,2024_1140_1412,0.6453109846154176
346,2024_1140_1463,0.6962958642696926
347,2024_1140_1287,0.7737402052095517
348,2024_1140_1355,0.8830026192874505
349,2024_1140_1391,0.91028980690946
350,2024_1140_1314,0.2927212521178248
351,2024_1140_1112,0.35811717969649837
352,2024_1140_1124,0.4085652475331437
353,2024_1140_1104,0.4726753986796155
354,2024_1140_1388,0.43157733794128156
355,2024_1140_1155,0.6007853434151161
356,2024_1140_1173,0.35254210670303054
357,2024_1140_1280,0.4903996242775104
358,2024_1140_1277,0.5641309219338498
359,2024_1140_1305,0.46763511590919143
360,2024_1140_1307,0.3891258197754412
361,2024_1140_1213,0.4388660724466252
362,2024_1140_1158,0.6129340124788644
363,2024_1140_1159,0.804952493286744
364,2024_1140_1253,0.879254248300533
365,2024_1140_1224,0.9594978988006816
366,2024_1140_1345,0.14678712201902344
367,2024_1140_1397,0.31587589089800927
368,2024_1140_1166,0.46871708571168635
369,2024_1140_1242,0.4953558229871118
370,2024_1140_1211,0.4484566242784059
371,2024_1140_1376,0.45735613430503835
372,2024_1140_1400,0.6228060508229598
373,2024_1140_1429,0.42511183144651954
374,2024_1140_1395,0.5947915393356318
375,2024_1140_1161,0.5028425449303613
376,2024_1140_1332,0.5762955076532162
377,2024_1140_1270,0.591791510314844
378,2024_1140_1359,0.511020533086121
379,2024_1140_1103,0.7307456254112963
380,2024_1140_1389,0.8995180947471759
381,2024_1140_1212,0.9281518793455501
382,2024_1140_1222,0.14659288138199542
383,2024_1140_1266,0.3774216424342691
384,2024_1140_1246,0.5132605476988132
385,2024_1140_1181,0.4663233018922527
386,2024_1140_1458,0.44435067456524924
387,2024_1140_1403,0.49157968865839863
388,2024_1140_1196,0.43436835811744023
389,2024_1140_1304,0.5122968819013526
390,2024_1140_1401,0.5909882142642247
391,2024_1140_1129,0.5582713028968116
392,2024_1140_1301,0.5612027750067663
393,2024_1140_1241,0.5887537384189631
394,2024_1140_1436,0.5847946049501471
395,2024_1140_1324,0.7516775785889316
396,2024_1140_1443,0.8955871702912837
397,2024_1140_1255,0.8768873342615431
398,2024_1140_1160,0.44504076133504566
399,2024_1140_1286,0.9380586312875059
400,2024_1140_1438,0.5632146585535969
401,2024_1140_1447,0.9643984232980494
402,2024_1450_1163,0.15550662974305585
403,2024_1450_1235,0.2255263769656961
404,2024_1450_1228,0.2662801553827313
405,2024_1450_1120,0.22293233726036576
406,2024_1450_1361,0.3623234582082009
407,2024_1450_1140,0.4603194073231903
408,2024_1450_1194,0.4290583393695668
409,2024_1450_1321,0.6359958569977727
410,2024_1450_1179,0.30841003372556086
411,2024_1450_1182,0.46324646659771296
412,2024_1450_1412,0.6366067478918649
413,2024_1450_1463,0.6819964984930633
414,2024_1450_1287,0.7164391270121351
415,2024_1450_1355,0.8449789149548641
416,2024_1450_1391,0.8797293950866079
417,2024_1450_1314,0.24777495827609297
418,2024_1450_1112,0.31441490122764204
419,2024_1450_1124,0.3643927807696471
420,2024_1450_1104,0.4282729926550102
421,2024_1450_1388,0.40534625202773267
422,2024_1450_1155,0.5795499654190568
423,2024_1450_1173,0.3208583703916523
424,2024_1450_1280,0.45533461214036397
425,2024_1450_1277,0.4983023434916511
426,2024_1450_1305,0.4271682832728124
427,2024_1450_1307,0.36174136188620276
428,2024_1450_1213,0.3174117564859794
429,2024_1450_1158,0.49008137757644776
430,2024_1450_1159,0.7311882606483571
431,2024_1450_1253,0.8388029695568823
432,2024_1450_1224,0.9371166777785734
433,2024_1450_1345,0.10094089782857218
434,2024_1450_1397,0.2664712636445852
435,2024_1450_1166,0.46249122410666166
436,2024_1450_1242,0.43815188555700046
437,2024_1450_1211,0.42500443257508813
438,2024_1450_1376,0.38284409365754973
439,2024_1450_1400,0.580218234549029
440,2024_1450_1429,0.40085486568161843
441,2024_1450_1395,0.5800270326424226
442,2024_1450_1161,0.4829706092025121
443,2024_1450_1332,0.5685638268571196
444,2024_1450_1270,0.3726773460716609
445,2024_1450_1359,0.41911072071198563
446,2024_1450_1103,0.6615702886807238
447,2024_1450_1389,0.8574955844651135
448,2024_1450_1212,0.8979942513552482
449,2024_1450_1222,0.10894740595748115
450,2024_1450_1266,0.3545751679755046
451,2024_1450_1246,0.5056663698261952
452,2024_1450_1181,0.4351329156504075
453,2024_1450_1458,0.3862650328431631
454,2024_1450_1403,0.44660490535741154
455,2024_1450_1196,0.4140213618557632
456,2024_1450_1304,0.48104812894181403
457,2024_1450_1401,0.5818919274257852
458,2024_1450_1129,0.5447158893459376
459,2024_1450_1301,0.5664548539384262
460,2024_1450_1241,0.3588251804238268
461,2024_1450_1436,0.459925944181542
462,2024_1450_1324,0.6840373955542677
463,2024_1450_1443,0.8598420577005823
464,2024_1450_1255,0.8376133676975062
465,2024_1450_1160,0.4116748731431854
466,2024_1450_1286,0.9192022128158521
467,2024_1450_1438,0.543812145628651
468,2024_1450_1447,0.9490976284367894
469,2024_1194_1163,0.18906578643077082
470,2024_1194_1235,0.2748634376853164
471,2024_1194_1228,0.3360831408643735
472,2024_1194_1120,0.2811941417861435
473,2024_1194_1361,0.4213704197239657
474,2024_1194_1140,0.5355473640294808
475,2024_1194_1450,0.5709416606304332
476,2024_1194_1321,0.688355108754715
477,2024_1194_1179,0.3637701671363067
478,2024_1194_1182,0.5234461091762407
479,2024_1194_1412,0.6903585674326048
480,2024_1194_1463,0.7204185611536416
481,2024_1194_1287,0.7827930198241413
482,2024_1194_1355,0.8771866740103944
483,2024_1194_1391,0.9052265890132967
484,2024_1194_1314,0.3149587932522512
485,2024_1194_1112,0.3849357631336854
486,2024_1194_1124,0.44052456911596394
487,2024_1194_1104,0.460019718494954
488,2024_1194_1388,0.45749822424842124
489,2024_1194_1155,0.6125278636753784
490,2024_1194_1173,0.37193359132584625
491,2024_1194_1280,0.5163937376771621
492,2024_1194_1277,0.5619401129970768
493,2024_1194_1305,0.4820951203966426
494,2024_1194_1307,0.4206235155612281
495,2024_1194_1213,0.41369923135795106
496,2024_1194_1158,0.5741633542809585
497,2024_1194_1159,0.7874735229195913
498,2024_1194_1253,0.873923795737251
499,2024_1194_1224,0.9580684001586811
500,2024_1194_1345,0.1465855935267271
501,2024_1194_1397,0.31756818250995367
502,2024_1194_1166,0.505827774930018
503,2024_1194_1242,0.4958485203016221
504,2024_1194_1211,0.5133328447277605
505,2024_1194_1376,0.4479675239372694
506,2024_1194_1400,0.6316090411677462
507,2024_1194_1429,0.4574069283332214
508,2024_1194_1395,0.6232747370184897
509,2024_1194_1161,0.5469759691707032
510,2024_1194_1332,0.6163157729360046
511,2024_1194_1270,0.4286933150861237
512,2024_1194_1359,0.4931875169889267
513,2024_1194_1103,0.7371604773862283
514,2024_1194_1389,0.8843219777809033
515,2024_1194_1212,0.9182569749967775
516,2024_1194_1222,0.12354975595921625
517,2024_1194_1266,0.4158558093560739
518,2024_1194_1246,0.5557325156281423
519,2024_1194_1181,0.48065462804840775
520,2024_1194_1458,0.46402919452185265
521,2024_1194_1403,0.512756073597399
522,2024_1194_1196,0.4777067967246856
523,2024_1194_1304,0.5519705672900564
524,2024_1194_1401,0.615696643198664
525,2024_1194_1129,0.5898384362707285
526,2024_1194_1301,0.6132954467119891
527,2024_1194_1241,0.457374666128621
528,2024_1194_1436,0.5432858253522771
529,2024_1194_1324,0.7540342560426035
530,2024_1194_1443,0.8901805817294979
531,2024_1194_1255,0.8782598684698615
532,2024_1194_1160,0.4937262212627725
533,2024_1194_1286,0.9313124385880811
534,2024_1194_1438,0.5906932993044098
535,2024_1194_1447,0.9604080127655694
536,2024_1321_1163,0.18824740656824862
537,2024_1321_1235,0.20177676293797775
538,2024_1321_1228,0.211137045729201
539,2024_1321_1120,0.20082291096915125
540,2024_1321_1361,0.2559732992789522
541,2024_1321_1140,0.34625664204525053
542,2024_1321_1450,0.3640041430022273
543,2024_1321_1194,0.31164489124528505
544,2024_1321_1179,0.23937394243183796
545,2024_1321_1182,0.3266879755122088
546,2024_1321_1412,0.48775383416186413
547,2024_1321_1463,0.548575791274111
548,2024_1321_1287,0.6577019427164447
549,2024_1321_1355,0.8131186555138088
550,2024_1321_1391,0.8537001609778179
551,2024_1321_1314,0.21597412992578147
552,2024_1321_1112,0.22130060321434442
553,2024_1321_1124,0.274114631380067
554,2024_1321_1104,0.30266207913441434
555,2024_1321_1388,0.33033395213701133
556,2024_1321_1155,0.4252185996769791
557,2024_1321_1173,0.24743971284263513
558,2024_1321_1280,0.3345600127745263
559,2024_1321_1277,0.4119852903598574
560,2024_1321_1305,0.3250174773398277
561,2024_1321_1307,0.24224863928531057
562,2024_1321_1213,0.36414365657111913
563,2024_1321_1158,0.47240921772032474
564,2024_1321_1159,0.6847537100726298
565,2024_1321_1253,0.8089045151183243
566,2024_1321_1224,0.945740799395295
567,2024_1321_1345,0.11875102598105942
568,2024_1321_1397,0.18167136835371603
569,2024_1321_1166,0.33288970897903525
570,2024_1321_1242,0.3247584683320178
571,2024_1321_1211,0.34330244002704646
572,2024_1321_1376,0.32357191324868423
573,2024_1321_1400,0.46011781664056617
574,2024_1321_1429,0.2917769511956365
575,2024_1321_1395,0.43583434164141255
576,2024_1321_1161,0.34377980839529076
577,2024_1321_1332,0.4113793522639293
578,2024_1321_1270,0.419140255164258
579,2024_1321_1359,0.3943604786398912
580,2024_1321_1103,0.5886944442902423
581,2024_1321_1389,0.843722835818124
582,2024_1321_1212,0.885451587442319
583,2024_1321_1222,0.11017373045103937
584,2024_1321_1266,0.23978197326462078
585,2024_1321_1246,0.3579965161414057
586,2024_1321_1181,0.3029438865002212
587,2024_1321_1458,0.27770828874966164
588,2024_1321_1403,0.32129109328160543
589,2024_1321_1196,0.2876039995558722
590,2024_1321_1304,0.35515483278378335
591,2024_1321_1401,0.46990565459701616
592,2024_1321_1129,0.4067354476751539
593,2024_1321_1301,0.41145666566174577
594,2024_1321_1241,0.44809198625897173
595,2024_1321_1436,0.44027567190700573
596,2024_1321_1324,0.6051491168229619
597,2024_1321_1443,0.8292776215422817
598,2024_1321_1255,0.8261270592710566
599,2024_1321_1160,0.30308678921730703
600,2024_1321_1286,0.9067699143737921
601,2024_1321_1438,0.4032123772391415
602,2024_1321_1447,0.950873516071031
603,2024_1179_1163,0.2447447618568649
604,2024_1179_1235,0.40820889401949423
605,2024_1179_1228,0.5033179802830304
606,2024_1179_1120,0.4094226251979108
607,2024_1179_1361,0.5421934660580899
608,2024_1179_1140,0.6554654461799135
609,2024_1179_1450,0.6915899662744391
610,2024_1179_1194,0.6362298328636933
611,2024_1179_1321,0.760626057568162
612,2024_1179_1182,0.6666986970126895
613,2024_1179_1412,0.789192424141133
614,2024_1179_1463,0.790568987019722
615,2024_1179_1287,0.8565515210987601
616,2024_1179_1355,0.9215024489979775
617,2024_1179_1391,0.9386294496859059
618,2024_1179_1314,0.46290955296726466
619,2024_1179_1112,0.5176864316191119
620,2024_1179_1124,0.5604407419203089
621,2024_1179_1104,0.5828323868442975
622,2024_1179_1388,0.5636084014035205
623,2024_1179_1155,0.7404443677674346
624,2024_1179_1173,0.5402402127054586
625,2024_1179_1280,0.6476878790888789
626,2024_1179_1277,0.6872406629235075
627,2024_1179_1305,0.6296565512946497
628,2024_1179_1307,0.5878502853472236
629,2024_1179_1213,0.5460654841262998
630,2024_1179_1158,0.725206490956027
631,2024_1179_1159,0.8763284833367029
632,2024_1179_1253,0.9231224746620874
633,2024_1179_1224,0.9718894323536754
634,2024_1179_1345,0.20641513786636084
635,2024_1179_1397,0.47661854836267437
636,2024_1179_1166,0.6410069123919602
637,2024_1179_1242,0.6164765120808383
638,2024_1179_1211,0.6206829113349295
639,2024_1179_1376,0.5953782085561988
640,2024_1179_1400,0.7520685684139854
641,2024_1179_1429,0.6054006666722841
642,2024_1179_1395,0.7421674632097989
643,2024_1179_1161,0.6841269143903459
644,2024_1179_1332,0.7382787928143706
645,2024_1179_1270,0.5544330698614179
646,2024_1179_1359,0.6260221892348145
647,2024_1179_1103,0.8305898687933169
648,2024_1179_1389,0.926513894198878
649,2024_1179_1212,0.9497176431440599
650,2024_1179_1222,0.1919450357658905
651,2024_1179_1266,0.585638384862297
652,2024_1179_1246,0.6870887508179155
653,2024_1179_1181,0.6422469223125671
654,2024_1179_1458,0.6136537616823694
655,2024_1179_1403,0.6601311616757568
656,2024_1179_1196,0.6299346266346557
657,2024_1179_1304,0.6869862695914123
658,2024_1179_1401,0.7563575725349337
659,2024_1179_1129,0.6921783021989585
660,2024_1179_1301,0.7516877795247638
661,2024_1179_1241,0.5894335512080531
662,2024_1179_1436,0.7017088060141723
663,2024_1179_1324,0.8492450657386466
664,2024_1179_1443,0.9281405203859338
665,2024_1179_1255,0.9222565478657002
666,2024_1179_1160,0.6431426579767304
667,2024_1179_1286,0.9577742896154794
668,2024_1179_1438,0.7080092167229477
669,2024_1179_1447,0.9714882275215797
670,2024_1182_1163,0.19455744946900602
671,2024_1182_1235,0.27657506653911773
672,2024_1182_1228,0.33001365540932515
673,2024_1182_1120,0.2869960414364041
674,2024_1182_1361,0.4366475123784671
675,2024_1182_1140,0.5221240377724583
676,2024_1182_1450,0.536753533402287
677,2024_1182_1194,0.4765538908237593
678,2024_1182_1321,0.6733120244877913
679,2024_1182_1179,0.33330130298731053
680,2024_1182_1412,0.6598897909628629
681,2024_1182_1463,0.7113939271157723
682,2024_1182_1287,0.8117412704520368
683,2024_1182_1355,0.8947747761562224
684,2024_1182_1391,0.9175293421166716
685,2024_1182_1314,0.30151842924853745
686,2024_1182_1112,0.3622173167639676
687,2024_1182_1124,0.46419206165624405
688,2024_1182_1104,0.5045483186951896
689,2024_1182_1388,0.4276359035092155
690,2024_1182_1155,0.6079888912831186
691,2024_1182_1173,0.3817202365713568
692,2024_1182_1280,0.5345288475647356
693,2024_1182_1277,0.5870182498711216
694,2024_1182_1305,0.44757290948741524
695,2024_1182_1307,0.40658385445134193
696,2024_1182_1213,0.4557315524828262
697,2024_1182_1158,0.6107270973616383
698,2024_1182_1159,0.8200627079961239
699,2024_1182_1253,0.8892347872573942
700,2024_1182_1224,0.9659934008465723
701,2024_1182_1345,0.1546596628599249
